update,state,start_date,end_date,total_cases,new_cases,total_deaths,new_deaths,old_cases,active_cases
2023-04-27,AL,2023-04-20,2023-04-26,1657175,1514,21133,0,1655661,1636042
2023-05-04,AL,2023-04-27,2023-05-03,1658639,1464,21137,4,1657175,1637502
2023-05-11,AL,2023-05-04,2023-05-10,1659936,1297,21138,1,1658639,1638798
2020-01-23,AR,2020-01-16,2020-01-22,0,0,0,0,0,0
2020-01-30,AR,2020-01-23,2020-01-29,0,0,0,0,0,0
2020-02-06,AR,2020-01-30,2020-02-05,1,1,0,0,0,1
2020-02-13,AR,2020-02-06,2020-02-12,4,3,0,0,1,4
2020-02-20,AR,2020-02-13,2020-02-19,5,1,0,0,4,5
2020-02-27,AR,2020-02-20,2020-02-26,8,3,0,0,5,8
2020-03-05,AR,2020-02-27,2020-03-04,8,0,0,0,8,8
2020-03-12,AR,2020-03-05,2020-03-11,16,8,0,0,8,16
2020-03-19,AR,2020-03-12,2020-03-18,86,70,3,3,16,83
2020-03-26,AR,2020-03-19,2020-03-25,365,279,19,16,86,346
2020-04-02,AR,2020-03-26,2020-04-01,739,374,31,12,365,708
2020-04-09,AR,2020-04-02,2020-04-08,1229,490,50,19,739,1179
2020-04-16,AR,2020-04-09,2020-04-15,1897,668,66,16,1229,1831
2020-04-23,AR,2020-04-16,2020-04-22,2798,901,100,34,1897,2698
2020-04-30,AR,2020-04-23,2020-04-29,3497,699,117,17,2798,3380
2020-05-07,AR,2020-04-30,2020-05-06,4146,649,129,12,3497,4017
2020-05-14,AR,2020-05-07,2020-05-13,4869,723,151,22,4146,4718
2020-05-21,AR,2020-05-14,2020-05-20,5794,925,168,17,4869,5626
2020-05-28,AR,2020-05-21,2020-05-27,6836,1042,195,27,5794,6641
2020-06-04,AR,2020-05-28,2020-06-03,8712,1876,242,47,6836,8470
2020-06-11,AR,2020-06-04,2020-06-10,11436,2724,300,58,8712,11136
2020-06-18,AR,2020-06-11,2020-06-17,14118,2682,348,48,11436,13770
2020-06-25,AR,2020-06-18,2020-06-24,18412,4294,424,76,14118,17988
2020-07-02,AR,2020-06-25,2020-07-01,21777,3365,476,52,18412,21301
2020-07-09,AR,2020-07-02,2020-07-08,25226,3449,544,68,21777,24682
2020-07-16,AR,2020-07-09,2020-07-15,29334,4108,621,77,25226,28713
2020-07-23,AR,2020-07-16,2020-07-22,33983,4649,711,90,29334,33272
2020-07-30,AR,2020-07-23,2020-07-29,39577,5594,833,122,33983,38744
2020-08-06,AR,2020-07-30,2020-08-05,44992,5415,931,98,39577,44061
2020-08-13,AR,2020-08-06,2020-08-12,49771,4779,1018,87,44992,48753
2020-08-20,AR,2020-08-13,2020-08-19,54001,4230,1106,88,49771,52895
2020-08-27,AR,2020-08-20,2020-08-26,57914,3913,1197,91,54001,56717
2020-09-03,AR,2020-08-27,2020-09-02,62358,4444,1271,74,57914,61087
2020-09-10,AR,2020-09-03,2020-09-09,67232,4874,1370,99,62358,65862
2020-09-17,AR,2020-09-10,2020-09-16,72167,4935,1571,201,67232,70596
2020-09-24,AR,2020-09-17,2020-09-23,77756,5589,1700,129,72167,76056
2020-10-01,AR,2020-09-24,2020-09-30,83295,5539,1830,130,77756,81465
2020-10-08,AR,2020-10-01,2020-10-07,88478,5183,1981,151,83295,86497
2020-10-15,AR,2020-10-08,2020-10-14,94684,6206,2137,156,88478,92547
2020-10-22,AR,2020-10-15,2020-10-21,101111,6427,2273,136,94684,98838
2020-10-29,AR,2020-10-22,2020-10-28,108151,7040,2459,186,101111,105692
2020-11-05,AR,2020-10-29,2020-11-04,115319,7168,2628,169,108151,112691
2020-11-12,AR,2020-11-05,2020-11-11,125971,10652,2879,251,115319,123092
2020-11-19,AR,2020-11-12,2020-11-18,137311,11340,3106,227,125971,134205
2020-11-26,AR,2020-11-19,2020-11-25,149905,12594,3325,219,137311,146580
2020-12-03,AR,2020-11-26,2020-12-02,161816,11911,3591,266,149905,158225
2020-12-10,AR,2020-12-03,2020-12-09,176965,15149,3823,232,161816,173142
2020-12-17,AR,2020-12-10,2020-12-16,192416,15451,4057,234,176965,188359
2020-12-24,AR,2020-12-17,2020-12-23,207289,14873,4352,295,192416,202937
2020-12-31,AR,2020-12-24,2020-12-30,222518,15229,4654,302,207289,217864
2021-01-07,AR,2020-12-31,2021-01-06,241947,19429,4971,317,222518,236976
2021-01-14,AR,2021-01-07,2021-01-13,261275,19328,5165,194,241947,256110
2021-01-21,AR,2021-01-14,2021-01-20,275473,14198,5326,161,261275,270147
2021-01-28,AR,2021-01-21,2021-01-27,288060,12587,5509,183,275473,282551
2021-02-04,AR,2021-01-28,2021-02-03,299585,11525,5629,120,288060,293956
2021-02-11,AR,2021-02-04,2021-02-10,308944,9359,5690,61,299585,303254
2021-02-18,AR,2021-02-11,2021-02-17,313322,4378,5739,49,308944,307583
2021-02-25,AR,2021-02-18,2021-02-24,316560,3238,5778,39,313322,310782
2021-03-04,AR,2021-02-25,2021-03-03,323963,7403,5835,57,316560,318128
2021-03-11,AR,2021-03-04,2021-03-10,326247,2284,5875,40,323963,320372
2021-03-18,AR,2021-03-11,2021-03-17,328314,2067,5920,45,326247,322394
2021-03-25,AR,2021-03-18,2021-03-24,329745,1431,5941,21,328314,323804
2021-04-01,AR,2021-03-25,2021-03-31,330917,1172,5973,32,329745,324944
2021-04-08,AR,2021-04-01,2021-04-07,331991,1074,5988,15,330917,326003
2021-04-15,AR,2021-04-08,2021-04-14,333154,1163,6015,27,331991,327139
2021-04-22,AR,2021-04-15,2021-04-21,334532,1378,6035,20,333154,328497
2021-04-29,AR,2021-04-22,2021-04-28,335766,1234,6050,15,334532,329716
2021-05-06,AR,2021-04-29,2021-05-05,337254,1488,6067,17,335766,331187
2021-05-13,AR,2021-05-06,2021-05-12,338553,1299,6092,25,337254,332461
2021-05-20,AR,2021-05-13,2021-05-19,339892,1339,6111,19,338553,333781
2021-05-27,AR,2021-05-20,2021-05-26,341178,1286,6126,15,339892,335052
2021-06-03,AR,2021-05-27,2021-06-02,342170,992,6143,17,341178,336027
2021-06-10,AR,2021-06-03,2021-06-09,343421,1251,6170,27,342170,337251
2021-06-17,AR,2021-06-10,2021-06-16,345162,1741,6201,31,343421,338961
2021-06-24,AR,2021-06-17,2021-06-23,347070,1908,6232,31,345162,340838
2021-07-01,AR,2021-06-24,2021-06-30,349892,2822,6281,49,347070,343611
2021-07-08,AR,2021-07-01,2021-07-07,353663,3771,6379,98,349892,347284
2021-07-15,AR,2021-07-08,2021-07-14,360747,7084,6495,116,353663,354252
2021-07-22,AR,2021-07-15,2021-07-21,369019,8272,6655,160,360747,362364
2021-07-29,AR,2021-07-22,2021-07-28,381470,12451,6837,182,369019,374633
2021-08-05,AR,2021-07-29,2021-08-04,395304,13834,7058,221,381470,388246
2021-08-12,AR,2021-08-05,2021-08-11,411643,16339,7270,212,395304,404373
2021-08-19,AR,2021-08-12,2021-08-18,426682,15039,7509,239,411643,419173
2021-08-26,AR,2021-08-19,2021-08-25,442345,15663,7713,204,426682,434632
2021-09-02,AR,2021-08-26,2021-09-01,457223,14878,7857,144,442345,449366
2021-09-09,AR,2021-09-02,2021-09-08,469151,11928,7981,124,457223,461170
2021-09-16,AR,2021-09-09,2021-09-15,480720,11569,8121,140,469151,472599
2021-09-23,AR,2021-09-16,2021-09-22,489835,9115,8233,112,480720,481602
2021-09-30,AR,2021-09-23,2021-09-29,496654,6819,8284,51,489835,488370
2021-10-07,AR,2021-09-30,2021-10-06,501766,5112,8357,73,496654,493409
2021-10-14,AR,2021-10-07,2021-10-13,506381,4615,8547,190,501766,497834
2021-10-21,AR,2021-10-14,2021-10-20,510366,3985,8592,45,506381,501774
2021-10-28,AR,2021-10-21,2021-10-27,513476,3110,8624,32,510366,504852
2021-11-04,AR,2021-10-28,2021-11-03,516598,3122,8670,46,513476,507928
2021-11-11,AR,2021-11-04,2021-11-10,519911,3313,8736,66,516598,511175
2021-11-18,AR,2021-11-11,2021-11-17,524388,4477,8796,60,519911,515592
2021-11-25,AR,2021-11-18,2021-11-24,528036,3648,8870,74,524388,519166
2021-12-02,AR,2021-11-25,2021-12-01,531915,3879,8960,90,528036,522955
2021-12-09,AR,2021-12-02,2021-12-08,537551,5636,9074,114,531915,528477
2021-12-16,AR,2021-12-09,2021-12-15,542482,4931,9184,110,537551,533298
2021-12-23,AR,2021-12-16,2021-12-22,548163,5681,9276,92,542482,538887
2021-12-30,AR,2021-12-23,2021-12-29,559468,11305,9435,159,548163,550033
2022-01-06,AR,2021-12-30,2022-01-05,589778,30310,9638,203,559468,580140
2022-01-13,AR,2022-01-06,2022-01-12,640097,50319,9856,218,589778,630241
2022-01-20,AR,2022-01-13,2022-01-19,702993,62896,10174,318,640097,692819
2022-01-27,AR,2022-01-20,2022-01-26,749248,46255,10450,276,702993,738798
2022-02-03,AR,2022-01-27,2022-02-02,779587,30339,10674,224,749248,768913
2022-02-10,AR,2022-02-03,2022-02-09,789258,9671,10810,136,779587,778448
2022-02-17,AR,2022-02-10,2022-02-16,798613,9355,10890,80,789258,787723
2022-02-24,AR,2022-02-17,2022-02-23,804690,6077,10929,39,798613,793761
2022-03-03,AR,2022-02-24,2022-03-02,808627,3937,10993,64,804690,797634
2022-03-10,AR,2022-03-03,2022-03-09,811288,2661,11061,68,808627,800227
2022-03-17,AR,2022-03-10,2022-03-16,814128,2840,11112,51,811288,803016
2022-03-24,AR,2022-03-17,2022-03-23,817799,3671,11148,36,814128,806651
2022-03-31,AR,2022-03-24,2022-03-30,818667,868,11215,67,817799,807452
2022-04-07,AR,2022-03-31,2022-04-06,819467,800,11290,75,818667,808177
2022-04-14,AR,2022-04-07,2022-04-13,820333,866,11317,27,819467,809016
2022-04-21,AR,2022-04-14,2022-04-20,821162,829,11347,30,820333,809815
2022-04-28,AR,2022-04-21,2022-04-27,822236,1074,11360,13,821162,810876
2022-05-05,AR,2022-04-28,2022-05-04,823376,1140,11378,18,822236,811998
2022-05-12,AR,2022-05-05,2022-05-11,824841,1465,11383,5,823376,813458
2022-05-19,AR,2022-05-12,2022-05-18,826722,1881,11398,15,824841,815324
2022-05-26,AR,2022-05-19,2022-05-25,828998,2276,11445,47,826722,817553
2022-06-02,AR,2022-05-26,2022-06-01,831151,2153,11485,40,828998,819666
2022-06-09,AR,2022-06-02,2022-06-08,835099,3948,11508,23,831151,823591
2022-06-16,AR,2022-06-09,2022-06-15,839454,4355,11526,18,835099,827928
2022-06-23,AR,2022-06-16,2022-06-22,844253,4799,11550,24,839454,832703
2022-06-30,AR,2022-06-23,2022-06-29,851042,6789,11578,28,844253,839464
2022-07-07,AR,2022-06-30,2022-07-06,858207,7165,11593,15,851042,846614
2022-07-14,AR,2022-07-07,2022-07-13,867830,9623,11616,23,858207,856214
2022-07-21,AR,2022-07-14,2022-07-20,877018,9188,11651,35,867830,865367
2022-07-28,AR,2022-07-21,2022-07-27,885329,8311,11687,36,877018,873642
2022-08-04,AR,2022-07-28,2022-08-03,892333,7004,11732,45,885329,880601
2022-08-11,AR,2022-08-04,2022-08-10,898472,6139,11787,55,892333,886685
2022-08-18,AR,2022-08-11,2022-08-17,904482,6010,11831,44,898472,892651
2022-08-25,AR,2022-08-18,2022-08-24,910449,5967,11878,47,904482,898571
2022-09-01,AR,2022-08-25,2022-08-31,916929,6480,11917,39,910449,905012
2022-09-08,AR,2022-09-01,2022-09-07,922469,5540,11943,26,916929,910526
2022-09-15,AR,2022-09-08,2022-09-14,927828,5359,11969,26,922469,915859
2022-09-22,AR,2022-09-15,2022-09-21,931736,3908,12028,59,927828,919708
2022-09-29,AR,2022-09-22,2022-09-28,934462,2726,12130,102,931736,922332
2022-10-06,AR,2022-09-29,2022-10-05,936301,1839,12234,104,934462,924067
2022-10-13,AR,2022-10-06,2022-10-12,938106,1805,12333,99,936301,925773
2022-10-20,AR,2022-10-13,2022-10-19,940016,1910,12393,60,938106,927623
2022-10-27,AR,2022-10-20,2022-10-26,941719,1703,12449,56,940016,929270
2022-11-03,AR,2022-10-27,2022-11-02,943557,1838,12503,54,941719,931054
2022-11-10,AR,2022-11-03,2022-11-09,945518,1961,12520,17,943557,932998
2022-11-17,AR,2022-11-10,2022-11-16,947244,1726,12525,5,945518,934719
2022-11-24,AR,2022-11-17,2022-11-23,948939,1695,12542,17,947244,936397
2022-12-01,AR,2022-11-24,2022-11-30,951305,2366,12560,18,948939,938745
2022-12-08,AR,2022-12-01,2022-12-07,954689,3384,12599,39,951305,942090
2022-12-15,AR,2022-12-08,2022-12-14,958206,3517,12643,44,954689,945563
2022-12-22,AR,2022-12-15,2022-12-21,961886,3680,12667,24,958206,949219
2022-12-29,AR,2022-12-22,2022-12-28,964645,2759,12681,14,961886,951964
2023-01-05,AR,2022-12-29,2023-01-04,968469,3824,12694,13,964645,955775
2023-01-12,AR,2023-01-05,2023-01-11,971652,3183,12729,35,968469,958923
2023-01-19,AR,2023-01-12,2023-01-18,973874,2222,12757,28,971652,961117
2023-01-26,AR,2023-01-19,2023-01-25,976195,2321,12803,46,973874,963392
2023-02-02,AR,2023-01-26,2023-02-01,977800,1605,12849,46,976195,964951
2023-02-09,AR,2023-02-02,2023-02-08,979670,1870,12875,26,977800,966795
2023-02-16,AR,2023-02-09,2023-02-15,981101,1431,12901,26,979670,968200
2023-02-23,AR,2023-02-16,2023-02-22,984182,3081,12917,16,981101,971265
2023-03-02,AR,2023-02-23,2023-03-01,985633,1451,12930,13,984182,972703
2023-03-09,AR,2023-03-02,2023-03-08,987081,1448,12948,18,985633,974133
2023-03-16,AR,2023-03-09,2023-03-15,988321,1240,12958,10,987081,975363
2023-03-23,AR,2023-03-16,2023-03-22,989311,990,13054,96,988321,976257
2023-03-30,AR,2023-03-23,2023-03-29,990092,781,13054,0,989311,977038
2023-04-06,AR,2023-03-30,2023-04-05,991010,918,13074,20,990092,977936
2023-04-13,AR,2023-04-06,2023-04-12,991724,714,13074,0,991010,978650
2023-04-20,AR,2023-04-13,2023-04-19,992775,1051,13076,2,991724,979699
2023-04-27,AR,2023-04-20,2023-04-26,993488,713,13115,39,992775,980373
2023-05-04,AR,2023-04-27,2023-05-03,994386,898,13115,0,993488,981271
2023-05-11,AR,2023-05-04,2023-05-10,995043,657,13115,0,994386,981928
2020-01-23,AS,2020-01-16,2020-01-22,0,0,0,0,0,0
2020-01-30,AS,2020-01-23,2020-01-29,0,0,0,0,0,0
2020-02-06,AS,2020-01-30,2020-02-05,0,0,0,0,0,0
2020-02-13,AS,2020-02-06,2020-02-12,0,0,0,0,0,0
2020-02-20,AS,2020-02-13,2020-02-19,0,0,0,0,0,0
2020-02-27,AS,2020-02-20,2020-02-26,0,0,0,0,0,0
2020-03-05,AS,2020-02-27,2020-03-04,0,0,0,0,0,0
2020-03-12,AS,2020-03-05,2020-03-11,0,0,0,0,0,0
2020-03-19,AS,2020-03-12,2020-03-18,0,0,0,0,0,0
2020-03-26,AS,2020-03-19,2020-03-25,0,0,0,0,0,0
2020-04-02,AS,2020-03-26,2020-04-01,0,0,0,0,0,0
2020-04-09,AS,2020-04-02,2020-04-08,0,0,0,0,0,0
2020-04-16,AS,2020-04-09,2020-04-15,0,0,0,0,0,0
2020-04-23,AS,2020-04-16,2020-04-22,0,0,0,0,0,0
2020-04-30,AS,2020-04-23,2020-04-29,0,0,0,0,0,0
2020-05-07,AS,2020-04-30,2020-05-06,0,0,0,0,0,0
2020-05-14,AS,2020-05-07,2020-05-13,0,0,0,0,0,0
2020-05-21,AS,2020-05-14,2020-05-20,0,0,0,0,0,0
2020-05-28,AS,2020-05-21,2020-05-27,0,0,0,0,0,0
2020-06-04,AS,2020-05-28,2020-06-03,0,0,0,0,0,0
2020-06-11,AS,2020-06-04,2020-06-10,0,0,0,0,0,0
2020-06-18,AS,2020-06-11,2020-06-17,0,0,0,0,0,0
2020-06-25,AS,2020-06-18,2020-06-24,0,0,0,0,0,0
2020-07-02,AS,2020-06-25,2020-07-01,0,0,0,0,0,0
2020-07-09,AS,2020-07-02,2020-07-08,0,0,0,0,0,0
2020-07-16,AS,2020-07-09,2020-07-15,0,0,0,0,0,0
2020-07-23,AS,2020-07-16,2020-07-22,0,0,0,0,0,0
2020-07-30,AS,2020-07-23,2020-07-29,0,0,0,0,0,0
2020-08-06,AS,2020-07-30,2020-08-05,0,0,0,0,0,0
2020-08-13,AS,2020-08-06,2020-08-12,0,0,0,0,0,0
2020-08-20,AS,2020-08-13,2020-08-19,0,0,0,0,0,0
2020-08-27,AS,2020-08-20,2020-08-26,0,0,0,0,0,0
2020-09-03,AS,2020-08-27,2020-09-02,0,0,0,0,0,0
2020-09-10,AS,2020-09-03,2020-09-09,0,0,0,0,0,0
2020-09-17,AS,2020-09-10,2020-09-16,0,0,0,0,0,0
2020-09-24,AS,2020-09-17,2020-09-23,0,0,0,0,0,0
2020-10-01,AS,2020-09-24,2020-09-30,0,0,0,0,0,0
2020-10-08,AS,2020-10-01,2020-10-07,0,0,0,0,0,0
2020-10-15,AS,2020-10-08,2020-10-14,0,0,0,0,0,0
2020-10-22,AS,2020-10-15,2020-10-21,0,0,0,0,0,0
2020-10-29,AS,2020-10-22,2020-10-28,0,0,0,0,0,0
2020-11-05,AS,2020-10-29,2020-11-04,0,0,0,0,0,0
2020-11-12,AS,2020-11-05,2020-11-11,0,0,0,0,0,0
2020-11-19,AS,2020-11-12,2020-11-18,0,0,0,0,0,0
2020-11-26,AS,2020-11-19,2020-11-25,0,0,0,0,0,0
2020-12-03,AS,2020-11-26,2020-12-02,0,0,0,0,0,0
2020-12-10,AS,2020-12-03,2020-12-09,0,0,0,0,0,0
2020-12-17,AS,2020-12-10,2020-12-16,0,0,0,0,0,0
2020-12-24,AS,2020-12-17,2020-12-23,0,0,0,0,0,0
2020-12-31,AS,2020-12-24,2020-12-30,0,0,0,0,0,0
2021-01-07,AS,2020-12-31,2021-01-06,0,0,0,0,0,0
2021-01-14,AS,2021-01-07,2021-01-13,0,0,0,0,0,0
2021-01-21,AS,2021-01-14,2021-01-20,0,0,0,0,0,0
2021-01-28,AS,2021-01-21,2021-01-27,0,0,0,0,0,0
2021-02-04,AS,2021-01-28,2021-02-03,0,0,0,0,0,0
2021-02-11,AS,2021-02-04,2021-02-10,0,0,0,0,0,0
2021-02-18,AS,2021-02-11,2021-02-17,0,0,0,0,0,0
2021-02-25,AS,2021-02-18,2021-02-24,0,0,0,0,0,0
2021-03-04,AS,2021-02-25,2021-03-03,0,0,0,0,0,0
2021-03-11,AS,2021-03-04,2021-03-10,0,0,0,0,0,0
2021-03-18,AS,2021-03-11,2021-03-17,0,0,0,0,0,0
2021-03-25,AS,2021-03-18,2021-03-24,0,0,0,0,0,0
2021-04-01,AS,2021-03-25,2021-03-31,0,0,0,0,0,0
2021-04-08,AS,2021-04-01,2021-04-07,0,0,0,0,0,0
2021-04-15,AS,2021-04-08,2021-04-14,0,0,0,0,0,0
2021-04-22,AS,2021-04-15,2021-04-21,0,0,0,0,0,0
2021-04-29,AS,2021-04-22,2021-04-28,0,0,0,0,0,0
2021-05-06,AS,2021-04-29,2021-05-05,0,0,0,0,0,0
2021-05-13,AS,2021-05-06,2021-05-12,0,0,0,0,0,0
2021-05-20,AS,2021-05-13,2021-05-19,0,0,0,0,0,0
2021-05-27,AS,2021-05-20,2021-05-26,0,0,0,0,0,0
2021-06-03,AS,2021-05-27,2021-06-02,0,0,0,0,0,0
2021-06-10,AS,2021-06-03,2021-06-09,0,0,0,0,0,0
2021-06-17,AS,2021-06-10,2021-06-16,0,0,0,0,0,0
2021-06-24,AS,2021-06-17,2021-06-23,0,0,0,0,0,0
2021-07-01,AS,2021-06-24,2021-06-30,0,0,0,0,0,0
2021-07-08,AS,2021-07-01,2021-07-07,0,0,0,0,0,0
2021-07-15,AS,2021-07-08,2021-07-14,0,0,0,0,0,0
2021-07-22,AS,2021-07-15,2021-07-21,0,0,0,0,0,0
2021-07-29,AS,2021-07-22,2021-07-28,0,0,0,0,0,0
2021-08-05,AS,2021-07-29,2021-08-04,0,0,0,0,0,0
2021-08-12,AS,2021-08-05,2021-08-11,0,0,0,0,0,0
2021-08-19,AS,2021-08-12,2021-08-18,0,0,0,0,0,0
2021-08-26,AS,2021-08-19,2021-08-25,0,0,0,0,0,0
2021-09-02,AS,2021-08-26,2021-09-01,0,0,0,0,0,0
2021-09-09,AS,2021-09-02,2021-09-08,0,0,0,0,0,0
2021-09-16,AS,2021-09-09,2021-09-15,0,0,0,0,0,0
2021-09-23,AS,2021-09-16,2021-09-22,1,1,0,0,0,1
2021-09-30,AS,2021-09-23,2021-09-29,1,0,0,0,1,1
2021-10-07,AS,2021-09-30,2021-10-06,3,2,0,0,1,3
2021-10-14,AS,2021-10-07,2021-10-13,3,0,0,0,3,3
2021-10-21,AS,2021-10-14,2021-10-20,3,0,0,0,3,3
2021-10-28,AS,2021-10-21,2021-10-27,4,1,0,0,3,4
2021-11-04,AS,2021-10-28,2021-11-03,4,0,0,0,4,4
2021-11-11,AS,2021-11-04,2021-11-10,4,0,0,0,4,4
2021-11-18,AS,2021-11-11,2021-11-17,5,1,0,0,4,5
2021-11-25,AS,2021-11-18,2021-11-24,5,0,0,0,5,5
2021-12-02,AS,2021-11-25,2021-12-01,10,5,0,0,5,10
2021-12-09,AS,2021-12-02,2021-12-08,10,0,0,0,10,10
2021-12-16,AS,2021-12-09,2021-12-15,10,0,0,0,10,10
2021-12-23,AS,2021-12-16,2021-12-22,11,1,0,0,10,11
2021-12-30,AS,2021-12-23,2021-12-29,11,0,0,0,11,11
2022-01-06,AS,2021-12-30,2022-01-05,11,0,0,0,11,11
2022-01-13,AS,2022-01-06,2022-01-12,18,7,0,0,11,18
2022-01-20,AS,2022-01-13,2022-01-19,18,0,0,0,18,18
2022-01-27,AS,2022-01-20,2022-01-26,18,0,0,0,18,18
2022-02-03,AS,2022-01-27,2022-02-02,22,4,0,0,18,22
2022-02-10,AS,2022-02-03,2022-02-09,57,35,0,0,22,57
2022-02-17,AS,2022-02-10,2022-02-16,57,0,0,0,57,57
2022-02-24,AS,2022-02-17,2022-02-23,72,15,0,0,57,72
2022-03-03,AS,2022-02-24,2022-03-02,146,74,0,0,72,146
2022-03-10,AS,2022-03-03,2022-03-09,352,206,0,0,146,352
2022-03-17,AS,2022-03-10,2022-03-16,779,427,0,0,352,779
2022-03-24,AS,2022-03-17,2022-03-23,1993,1214,0,0,779,1993
2022-03-31,AS,2022-03-24,2022-03-30,3483,1490,3,3,1993,3480
2022-04-07,AS,2022-03-31,2022-04-06,5018,1535,8,5,3483,5010
2022-04-14,AS,2022-04-07,2022-04-13,5536,518,18,10,5018,5518
2022-04-21,AS,2022-04-14,2022-04-20,5663,127,21,3,5536,5642
2022-04-28,AS,2022-04-21,2022-04-27,5817,154,26,5,5663,5791
2022-05-05,AS,2022-04-28,2022-05-04,5873,56,27,1,5817,5846
2022-05-12,AS,2022-05-05,2022-05-11,5991,118,30,3,5873,5961
2022-05-19,AS,2022-05-12,2022-05-18,6065,74,30,0,5991,6035
2022-05-26,AS,2022-05-19,2022-05-25,6110,45,31,1,6065,6079
2022-06-02,AS,2022-05-26,2022-06-01,6192,82,31,0,6110,6161
2022-06-09,AS,2022-06-02,2022-06-08,6192,0,31,0,6192,6161
2022-06-16,AS,2022-06-09,2022-06-15,6270,78,31,0,6192,6239
2022-06-23,AS,2022-06-16,2022-06-22,6342,72,31,0,6270,6311
2022-06-30,AS,2022-06-23,2022-06-29,6414,72,31,0,6342,6383
2022-07-07,AS,2022-06-30,2022-07-06,6505,91,31,0,6414,6474
2022-07-14,AS,2022-07-07,2022-07-13,6505,0,31,0,6505,6474
2022-07-21,AS,2022-07-14,2022-07-20,7471,966,33,2,6505,7438
2022-07-28,AS,2022-07-21,2022-07-27,7471,0,33,0,7471,7438
2022-08-04,AS,2022-07-28,2022-08-03,7952,481,33,0,7471,7919
2022-08-11,AS,2022-08-04,2022-08-10,8042,90,33,0,7952,8009
2022-08-18,AS,2022-08-11,2022-08-17,8042,0,33,0,8042,8009
2022-08-25,AS,2022-08-18,2022-08-24,8168,126,34,1,8042,8134
2022-09-01,AS,2022-08-25,2022-08-31,8168,0,34,0,8168,8134
2022-09-08,AS,2022-09-01,2022-09-07,8217,49,34,0,8168,8183
2022-09-15,AS,2022-09-08,2022-09-14,8217,0,34,0,8217,8183
2022-09-22,AS,2022-09-15,2022-09-21,8244,27,34,0,8217,8210
2022-09-29,AS,2022-09-22,2022-09-28,8247,3,34,0,8244,8213
2022-10-06,AS,2022-09-29,2022-10-05,8250,3,34,0,8247,8216
2022-10-13,AS,2022-10-06,2022-10-12,8250,0,34,0,8250,8216
2022-10-20,AS,2022-10-13,2022-10-19,8251,1,34,0,8250,8217
2022-10-27,AS,2022-10-20,2022-10-26,8257,6,34,0,8251,8223
2022-11-03,AS,2022-10-27,2022-11-02,8257,0,34,0,8257,8223
2022-11-10,AS,2022-11-03,2022-11-09,8257,0,34,0,8257,8223
2022-11-17,AS,2022-11-10,2022-11-16,8262,5,34,0,8257,8228
2022-11-24,AS,2022-11-17,2022-11-23,8262,0,34,0,8262,8228
2022-12-01,AS,2022-11-24,2022-11-30,8263,1,34,0,8262,8229
2022-12-08,AS,2022-12-01,2022-12-07,8264,1,34,0,8263,8230
2022-12-15,AS,2022-12-08,2022-12-14,8265,1,34,0,8264,8231
2022-12-22,AS,2022-12-15,2022-12-21,8266,1,34,0,8265,8232
2022-12-29,AS,2022-12-22,2022-12-28,8266,0,34,0,8266,8232
2023-01-05,AS,2022-12-29,2023-01-04,8266,0,34,0,8266,8232
2023-01-12,AS,2023-01-05,2023-01-11,8309,43,34,0,8266,8275
2023-01-19,AS,2023-01-12,2023-01-18,8309,0,34,0,8309,8275
2023-01-26,AS,2023-01-19,2023-01-25,8317,8,34,0,8309,8283
2023-02-02,AS,2023-01-26,2023-02-01,8320,3,34,0,8317,8286
2023-02-09,AS,2023-02-02,2023-02-08,8320,0,34,0,8320,8286
2023-02-16,AS,2023-02-09,2023-02-15,8320,0,34,0,8320,8286
2023-02-23,AS,2023-02-16,2023-02-22,8320,0,34,0,8320,8286
2023-03-02,AS,2023-02-23,2023-03-01,8320,0,34,0,8320,8286
2023-03-09,AS,2023-03-02,2023-03-08,8320,0,34,0,8320,8286
2023-03-16,AS,2023-03-09,2023-03-15,8320,0,34,0,8320,8286
2023-03-23,AS,2023-03-16,2023-03-22,8321,1,34,0,8320,8287
2023-03-30,AS,2023-03-23,2023-03-29,8324,3,34,0,8321,8290
2023-04-06,AS,2023-03-30,2023-04-05,8326,2,34,0,8324,8292
2023-04-13,AS,2023-04-06,2023-04-12,8326,0,34,0,8326,8292
2023-04-20,AS,2023-04-13,2023-04-19,8329,3,34,0,8326,8295
2023-04-27,AS,2023-04-20,2023-04-26,8329,0,34,0,8329,8295
2023-05-04,AS,2023-04-27,2023-05-03,8329,0,34,0,8329,8295
2023-05-11,AS,2023-05-04,2023-05-10,8331,2,34,0,8329,8297
2020-01-23,AZ,2020-01-16,2020-01-22,0,0,0,0,0,0
2020-01-30,AZ,2020-01-23,2020-01-29,1,1,0,0,0,1
2020-02-06,AZ,2020-01-30,2020-02-05,1,0,0,0,1,1
2020-02-13,AZ,2020-02-06,2020-02-12,1,0,0,0,1,1
2020-02-20,AZ,2020-02-13,2020-02-19,1,0,0,0,1,1
2020-02-27,AZ,2020-02-20,2020-02-26,1,0,0,0,1,1
2020-03-05,AZ,2020-02-27,2020-03-04,1,0,0,0,1,1
2020-03-12,AZ,2020-03-05,2020-03-11,9,8,0,0,1,9
2020-03-19,AZ,2020-03-12,2020-03-18,27,18,0,0,9,27
2020-03-26,AZ,2020-03-19,2020-03-25,401,374,6,6,27,395
2020-04-02,AZ,2020-03-26,2020-04-01,1413,1012,32,26,401,1381
